Title,Link,ArticleType,Abstract,SupplementaryDatasets
Vitamin D and Breast Cancer: Mechanistic Update,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8674767,Special Issue,"The presence of the vitamin D receptor (VDR) in mammary gland and breast cancer has long been recognized, and multiple preclinical studies have demonstrated that its ligand, 1,25‐dihydroxyvitamin D (1,25D), modulates normal mammary gland development and inhibits growth of breast tumors in animal models. Vitamin D deficiency is common in breast cancer patients, and some evidence suggests that low vitamin D status enhances the risk for disease development or progression. Although many 1,25D‐responsive targets in normal mammary cells and in breast cancers have been identified, validation of specific targets that regulate cell cycle, apoptosis, autophagy, and differentiation, particularly in vivo, has been challenging. Model systems of carcinogenesis have provided evidence that both VDR expression and 1,25D actions change with transformation, but clinical data regarding vitamin D responsiveness of established tumors is limited and inconclusive. Because breast cancer is heterogeneous, the relevant VDR targets and potential sensitivity to vitamin D repletion or supplementation will likely differ between patient populations. Detailed analysis of VDR actions in specific molecular subtypes of the disease will be necessary to clarify the conflicting data. Genomic, proteomic, and metabolomic analyses of in vitro and in vivo model systems are also warranted to comprehensively understand the network of vitamin D–regulated pathways in the context of breast cancer heterogeneity. This review provides an update on recent studies spanning the spectrum of mechanistic (cell/molecular), preclinical (animal models), and translational work on the role of vitamin D in breast cancer. © 2021 The Author.",
Serum Trace Elements and Their Associations with Breast Cancer Subgroups in Korean Breast Cancer Patients,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6357144,Article,"The relationships between serum levels of trace elements and breast cancer remain relatively unknown. In this study, we investigate serum levels of seven trace elements in Korean breast cancer patients compared to controls without breast cancer. Serum trace element levels were determined using inductively coupled plasma mass spectrometry in Korean breast cancer patients before initiation of breast cancer treatment. Korean females without breast cancer served as a control group. Trace element levels were measured in the discovery cohort (",
Tumour Stem Cells in Breast Cancer,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9099719,Review,"Tumour stem cells (CSCs) are a self-renewing population that plays important roles in tumour initiation, recurrence, and metastasis. Although the medical literature is extensive, problems with CSC identification and cancer therapy remain. This review provides the main mechanisms of CSC action in breast cancer (BC): CSC markers and signalling pathways, heterogeneity, plasticity, and ecological behaviour. The dynamic heterogeneity of CSCs and the dynamic transitions of CSC",
Perspectives on PARP inhibitors as pharmacotherapeutic strategies for breast cancer,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9047307,Article,,
Mechanisms behind context-dependent role of glucocorticoids in breast cancer progression,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9758252,Non-Thematic Review,"Glucocorticoids (GCs), mostly dexamethasone (dex), are routinely administered as adjuvant therapy to manage side effects in breast cancer. However, recently, it has been revealed that dex triggers different effects and correlates with opposite outcomes depending on the breast cancer molecular subtype. This has raised new concerns regarding the generalized use of GC and suggested that the context-dependent effects of GCs can be taken into potential consideration during treatment design. Based on this, attention has recently been drawn to the role of the glucocorticoid receptor (GR) in development and progression of breast cancer. Therefore, in this comprehensive review, we aimed to summarize the different mechanisms behind different context-dependent GC actions in breast cancer by applying a multilevel examination, starting from the association of variants of the GR-encoding gene to expression at the mRNA and protein level of the receptor, and its interactions with other factors influencing GC action in breast cancer. The role of GCs in chemosensitivity and chemoresistance observed during breast cancer therapy is discussed. In addition, experiences using GC targeting therapeutic options (already used and investigated in preclinical and clinical trials), such as classic GC dexamethasone, selective glucocorticoid receptor agonists and modulators, the GC antagonist mifepristone, and GR coregulators, are also summarized. Evidence presented can aid a better understanding of the biology of context-dependent GC action that can lead to further advances in the personalized therapy of breast cancer by the evaluation of GR along with the conventional estrogen receptor (ER) and progesterone receptor (PR) in the routine diagnostic procedure.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9758252/bin/10555_2022_10047_MOESM1_ESM.xlsx
Identification of Novel Genetic Markers of Breast Cancer Survival,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4555642,Article,,
"Immature O-glycans recognized by the macrophage glycoreceptor CLEC10A (MGL) are induced by 4-hydroxy-tamoxifen, oxidative stress and DNA-damage in breast cancer cells",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6712659,Research,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6712659/bin/12964_2019_420_MOESM1_ESM.pdf
Decoding contextual crosstalk: revealing distinct interactions between non-coding RNAs and unfolded protein response in breast cancer,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10926595,Review,"Breast cancer is significantly influenced by endoplasmic reticulum (ER) stress, impacting both its initiation and progression. When cells experience an accumulation of misfolded or unfolded proteins, they activate the unfolded protein response (UPR) to restore cellular balance. In breast cancer, the UPR is frequently triggered due to challenging conditions within tumors. The UPR has a dual impact on breast cancer. On one hand, it can contribute to tumor growth by enhancing cell survival and resistance to programmed cell death in unfavorable environments. On the other hand, prolonged and severe ER stress can trigger cell death mechanisms, limiting tumor progression. Furthermore, ER stress has been linked to the regulation of non-coding RNAs (ncRNAs) in breast cancer cells. These ncRNAs, including microRNAs (miRNAs) and long non-coding RNAs (lncRNAs), play essential roles in cancer development by influencing gene expression and cellular processes. An improved understanding of how ER stress and ncRNAs interact in breast cancer can potentially lead to new treatment approaches. Modifying specific ncRNAs involved in the ER stress response might interfere with cancer cell survival and induce cell death. Additionally, focusing on UPR-associated proteins that interact with ncRNAs could offer novel therapeutic possibilities. Therefore, this review provides a concise overview of the interconnection between ER stress and ncRNAs in breast cancer, elucidating the nuanced effects of the UPR on cell fate and emphasizing the regulatory roles of ncRNAs in breast cancer progression.",
"Therapeutic targeting of nemo-like kinase in primary and acquired
endocrine-resistant breast cancer",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8653766,Article,,
Mitochondrial oxidative stress drives tumor progression and metastasis: should we use antioxidants as a key component of cancer treatment and prevention?,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3123229,Commentary,The functional role of oxidative stress in cancer pathogenesis has long been a hotly debated topic. A study published this month in,
Role of Hedgehog Signaling in Breast Cancer: Pathogenesis and Therapeutics,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6523618,Review,"Breast cancer (BC) is the leading cause of cancer-related mortality in women, only followed by lung cancer. Given the importance of BC in public health, it is essential to identify biomarkers to predict prognosis, predetermine drug resistance and provide treatment guidelines that include personalized targeted therapies. The Hedgehog (Hh) signaling pathway plays an essential role in embryonic development, tissue regeneration, and stem cell renewal. Several lines of evidence endorse the important role of canonical and non-canonical Hh signaling in BC. In this comprehensive review we discuss the role of Hh signaling in breast development and homeostasis and its contribution to tumorigenesis and progression of different subtypes of BC. We also examine the efficacy of agents targeting different components of the Hh pathway both in preclinical models and in clinical trials. The contribution of the Hh pathway in BC tumorigenesis and progression, its prognostic role, and its value as a therapeutic target vary according to the molecular, clinical, and histopathological characteristics of the BC patients. The evidence presented here highlights the relevance of the Hh signaling in BC, and suggest that this pathway is key for BC progression and metastasis.",
